Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,American Indian/Alaska Native/Native Hawaiian
Orchard Lake Dam,,,NC00353,,NC00353,Kirk Hall,Private,Private,0,No,USDA NRCS,,Recreation,Recreation,North Carolina,HENDE-011,35.1999,-82.354,North Carolina,Henderson,Melrose,3,Pacolet River-Tr,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,N/A,Earth,Earth,,,,19,25,25,25-50 feet,175,,1964,1960-1969,,60,60,45,6,273,,,,,,,,,,2023-09-25,2023-05-03,,High,Fair,,No,,https://damsafety.org/north-carolina,,,No,
George Glover Dam,,,NC02980,,NC02980,Rainer Wagner,Private,Private,0,No,,,Recreation,Recreation,North Carolina,HARNE-066,35.3056,-79.0788,North Carolina,Harnett,,,Mire Branch,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,,29,29,25-50 feet,,,1983,1980-1989,,232,232,,20,,,,,,,,,,,2023-09-25,2022-02-22,,Low,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Lampley Dam,,,NC06782,,NC06782,Sharon R Lampley Life Estate,Private,Private,,No,,,Other,Other,North Carolina,RICHM-069,35.0822,-79.7591,North Carolina,Richmond,,,,"North Carolina, Congressional District 08",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,,,High,,,No,,https://damsafety.org/north-carolina,,,No,
Woodpecker Lane Dam,,,NC06765,,NC06765,Daniel B Phillips,Private,Private,,No,,,Other,Other,North Carolina,POLK-050,35.2365,-82.2996,North Carolina,Polk,,,,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,2023-03-14,,High,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Wilkins Dam,,,NC06504,,NC06504,Randy Wilkins,Private,Private,,No,,,Recreation,Recreation,North Carolina,ORANG-068,36.1154,-79.113,North Carolina,Orange,,,,"North Carolina, Congressional District 04",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,2022-02-21,,High,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Point East Dam,,,NC02144,,NC02144,"Point East Homeowners Assc., Inc.",Private,Private,,No,,,Recreation,Recreation,North Carolina,CUMBE-070,34.8576,-78.8538,North Carolina,Cumberland,Tar Heel,10,Kirks Mill Creek,"North Carolina, Congressional District 07",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,13,17,17,Less than 25 feet,470,,,Undetermined,,113,113,36,6.9,2560,1000,,,,,,,,,2023-09-25,2022-01-11,,Low,Not Rated,,No,,https://damsafety.org/north-carolina,,,No,Lumbee SDTSA
Happy Lake Dam,,,NC05810,,NC05810,Donald Schroyer,Private,Private,,No,,,Recreation,Recreation,North Carolina,ROWAN-066,35.5603,-80.4962,North Carolina,Rowan,,,Crane Creek,"North Carolina, Congressional District 08",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth;Stone,,,,7,8,8,Less than 25 feet,200,,1932,1930-1939,,4,4,,1.4,362,,,,,,,,,,2023-09-25,2023-03-30,,High,Fair,,Yes,2015-12-08,https://damsafety.org/north-carolina,,,No,
Lindecamp Pond Dam,,,NC01861,,NC01861,Richard M Lindecamp,Private,Private,,No,,,Recreation,Recreation,North Carolina,AVERY-022,36.039,-81.9163,North Carolina,Avery,Crossnore,5,White Pine Creek,"North Carolina, Congressional District 05",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,14,18,18,Less than 25 feet,160,,,Undetermined,,6,6,3,0.9,,50,,,,,,,,,2023-09-25,2009-04-21,,High,Satisfactory,,No,,https://damsafety.org/north-carolina,,,No,
Conrad Lake Dam,,,NC00389,,NC00389,"Hill Top Farms, LLC",Private,Private,,No,,,Recreation,Recreation,North Carolina,FORSY-048,36.121,-80.442,North Carolina,Forsyth,West Bend,6,Mill Creek,"North Carolina, Congressional District 05",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,19,23,23,Less than 25 feet,328,,1945,1940-1949,,176,176,78,10.5,955,198,,,,,,,,,2023-09-25,2019-12-12,,High,Not Rated,,Yes,2015-10-21,https://damsafety.org/north-carolina,,,No,
Davis Millpond Dam,,,NC00949,,NC00949,Roy & Darcie Bumgarner,Private,Private,,No,,,Recreation,Recreation,North Carolina,LENOI-004,35.195,-77.784,North Carolina,Lenoir,Kinston,11,Trotters Creek,"North Carolina, Congressional District 03",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,13,15,15,Less than 25 feet,400,,1850,Before 1900,,374,374,312,50,4160,248,,,,,,,,,2023-09-25,2019-09-12,,Low,Not Rated,,No,,https://damsafety.org/north-carolina,,,No,
Dac Properties Dam,,,NC07298,,NC07298,"DAC Properties, LLC",Private,Private,,No,,,Other,Other,North Carolina,ALAMA-145,36.1913,-79.3051,North Carolina,Alamance,,,,"North Carolina, Congressional District 04",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,,,High,,,No,,https://damsafety.org/north-carolina,,,No,Occaneechi-Saponi SDTSA
Ragsdale Brothers Dam,,,NC06887,,NC06887,"Scientific Technologies, Inc.",Private,Private,,No,,,Other,Other,North Carolina,GUILF-536,35.9903,-79.9458,North Carolina,Guilford,,,,"North Carolina, Congressional District 06",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,,,High,,,No,,https://damsafety.org/north-carolina,,,No,
Robinette Hog Lagoon Dam,,,NC04982,,NC04982,"J D Farms, LLC",Private,Private,0,No,,,Other,Other,North Carolina,RICHM-041,34.97,-79.6316,North Carolina,Richmond,Marston,4,Chock Creek,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,28,30,30,25-50 feet,,,1994,1990-1999,,84,84,78.4,7,7.3,,,,,,,,,,2023-09-25,2017-03-31,,Significant,Fair,,No,,https://damsafety.org/north-carolina,,,No,
E.M. Johnson Water Plant A Dam,,,NC05077,,NC05077,City of Raleigh Public Utilities Department,Local Government,Local Government,0,No,,,Water Supply,Water Supply,North Carolina,WAKE-362,35.9118,-78.5973,North Carolina,Wake,Raleigh,0,Honeycutt Creek,"North Carolina, Congressional District 02",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,38,40,40,25-50 feet,2100,,,Undetermined,,110,110,0,6.4,13,,,,,,,,,,2023-09-25,2022-03-22,,High,Satisfactory,,Yes,2021-02-01,https://damsafety.org/north-carolina,,,No,
Jackson Pond Dam,,,NC04914,,NC04914,Chris Jackson,Private,Private,0,No,,,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",North Carolina,ORANG-053,35.865,-79.118,North Carolina,Orange,,,Cumbo Branch,"North Carolina, Congressional District 04",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,18,20,20,Less than 25 feet,240,,,Undetermined,,10,10,,1,,,,,,,,,,,2023-09-25,2021-12-16,,Significant,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Wilkinson Lake Dam,,,NC00101,,NC00101,Lester L Wilkinson,Private,Private,0,No,,,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Recreation,North Carolina,IREDE-002,35.5245,-80.7574,North Carolina,Iredell,Concord,12,Coddle Creek,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,20,26,26,25-50 feet,600,,1957,1950-1959,,83,83,69,11,301,231,,,,,,,,,2023-09-25,2023-02-09,,Low,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Oldham Lower Lake Dam #2,,,NC00020,,NC00020,"Clearwater Forest, Inc.",Private,Private,0,No,,,Recreation,Recreation,North Carolina,LEE-007,35.4866,-79.1389,North Carolina,Lee,,,Lick Creek,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,,25,25,25-50 feet,,,,Undetermined,,115,115,,,,,,,,,,,,,2023-09-25,2019-02-21,,Low,Poor,,No,,https://damsafety.org/north-carolina,,,No,
Central District Swm Dam,,,NC06100,,NC06100,City of Winston-Salem,Local Government,Local Government,0,No,,,Flood Risk Reduction,Flood Risk Reduction,North Carolina,FORSY-221,36.083,-80.233,North Carolina,Forsyth,,,Bath Branch,"North Carolina, Congressional District 05",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Gravity,Gravity,,,,28,31,31,25-50 feet,718,,2013,Since 2000,,55,55,0,3,355,0,,,,,,,,,2023-09-25,2017-07-20,,Low,Not Rated,,Yes,2013-03-05,https://damsafety.org/north-carolina,,,No,
Freeman Dam,,,NC03076,,NC03076,"Grouse Hollow, LLC",Private,Private,0,No,,,Recreation,Recreation,North Carolina,HENDE-105,35.2363,-82.45786,North Carolina,Henderson,Tuxedo,2,Vernon Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,25,30,30,25-50 feet,241,,,Undetermined,1993,67,67,43,4.4,218,,,,,,,,,,2023-09-25,2023-05-10,,High,Satisfactory,,Yes,2012-11-01,https://damsafety.org/north-carolina,,,No,
Cy Purser Pond Dam,,,NC01791,,NC01791,"Herman Dairy Farm, Inc.",Private,Private,0,No,,,Recreation,Recreation,North Carolina,ALEXA-009,35.93444,-81.2675,North Carolina,Alexander,Liledoun,7,Beaver Branch,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,17,21,21,Less than 25 feet,465,,,Undetermined,,17,17,13.6,2,,,,,,,,,,,2023-09-25,2023-03-02,,High,Poor,,No,,https://damsafety.org/north-carolina,,,No,
Thompson-Arthur Lake Dam,,,NC00728,,NC00728,Wyatt Farlow,Private,Private,0,No,,,Recreation,Recreation,North Carolina,RANDO-034,35.793,-79.877,North Carolina,Randolph,Farmer,17,Caraway Creek,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,21,25,25,25-50 feet,210,,1960,1960-1969,,140,140,118,14,1638,165,,,,,,,,,2023-09-25,2023-02-08,,Low,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Waynesville Water Supply Dam,,,NC01270,,NC01270,Town of Waynesville,Local Government,Local Government,0,No,,,Flood Risk Reduction,Flood Risk Reduction;Water Supply,North Carolina,HAYWO-004,35.42522,-83.00931,North Carolina,Haywood,Hazelwood,3.1,Allen Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,100,142,142,Greater than 100 feet,870,,1982,1980-1989,,3660,3660,3000,76.4,8256,18878,,,,,,,,,2023-09-25,2023-04-12,,High,Fair,,Yes,2009-12-15,https://damsafety.org/north-carolina,,,No,
Fowler Lake Dam #2,Lochurst Lake #2 Dam,,NC01532,,NC01532,Dominic A Massary,Private,Private,0,No,,,Recreation,Recreation,North Carolina,FORSY-149,36.1605,-80.356,North Carolina,Forsyth,Pfafftown,1,Muddy Creek,"North Carolina, Congressional District 05",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,26,32,32,25-50 feet,204,,,Undetermined,,46,46,23.1,2.8,80,30,,,,,,,,,2023-09-25,2021-02-04,,High,Fair,,Yes,2002-04-29,https://damsafety.org/north-carolina,,,No,
Crabtree Lake Dam,,,NC06594,,NC06594,Myra Crabtree,Private,Private,,No,,,Other,Other,North Carolina,RUTHE-074,35.3785,-81.8329,North Carolina,Rutherford,,,,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,,Other,Other,,,,,20,20,Less than 25 feet,320,,,Undetermined,,27,27,5,,0,,,,,,,,,,2023-09-25,,,High,,,No,,https://damsafety.org/north-carolina,,,No,
Silver Lake Dam,,,NC07251,,NC07251,"Grove Creek Lake & Road Management, LLC",Private,Private,,No,,,Other,Other,North Carolina,DUPLI-047,34.9997,-78.0493,North Carolina,Duplin,,,,"North Carolina, Congressional District 03",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,,,High,,,No,,https://damsafety.org/north-carolina,,,No,
Vinfast Dry Pond Dam #3,,,NC06827,,NC06827,"Vinfast Manufacturing US, LLC",Private,Private,,No,,,Other,Other,North Carolina,CHATH-090,35.6165,-79.0041,North Carolina,Chatham,Moncure,3.9,,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,,Other,Other,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,,,High,,,No,,https://damsafety.org/north-carolina,,,No,
Cliff Freeman Pond Dam,,,NC06379,,NC06379,John I Freeman,Private,Private,,No,,,Other,Other,North Carolina,FRANK-333,36.0828,-78.4998,North Carolina,Franklin,,,UT to Cedar Creek,"North Carolina, Congressional District 01",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Other,Other,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,2023-02-22,,Significant,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Reeves Subdivision Dam,,,NC06701,,NC06701,Alejandro Collazo,Private,Private,,No,,,Other,Other,North Carolina,LEE-046,35.384,-79.2029,North Carolina,Lee,,,,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,,,High,,,No,,https://damsafety.org/north-carolina,,,No,
Lewis Dam,,,NC04356,,NC04356,Benjamin J Treger,Private,Private,0,No,,,Recreation,Recreation,North Carolina,TRANS-068,35.31528,-82.66889,North Carolina,Transylvania,Mills River,8,Osborne Branch,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,16,18,18,Less than 25 feet,150,,,Undetermined,,10,10,8,1,,,,,,,,,,,2023-09-25,2022-11-17,,High,Poor,,No,,https://damsafety.org/north-carolina,,,No,
Lochmere Lake Dam #2,Long Branch Impoundment Dam,,NC05146,,NC05146,Lochmere Homeowners Association,Private,Private,0,No,,,Recreation,Recreation,North Carolina,WAKE-334,35.7291,-78.7754,North Carolina,Wake,Apex,0,Long Branch,"North Carolina, Congressional District 13",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,18,30,30,25-50 feet,725,,,Undetermined,,196,196,,16.3,0,0,,,,,,,,,2023-09-25,2022-11-18,,High,Satisfactory,,Yes,2021-10-01,https://damsafety.org/north-carolina,,,No,
Woodrow Fountain Dam,,,NC04090,,NC04090,Melrow H Ownbey,Private,Private,0,No,,,Recreation,Recreation,North Carolina,RUTHE-022,35.518,-81.9882,North Carolina,Rutherford,Logan,10,Stoney Branch,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,17,27,27,25-50 feet,290,,,Undetermined,,30,30,10,1.5,,,,,,,,,,,2023-09-25,2023-02-21,,Low,Fair,,No,,https://damsafety.org/north-carolina,,,No,
City of Cherryville Water Supply Reservoir Dam,,,NC06125,,NC06125,Town of Cherryville,Local Government,Local Government,0,No,,,Water Supply,Water Supply,North Carolina,LINCO-122,35.4177,-81.3708,North Carolina,Lincoln,,,,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,15,18,18,Less than 25 feet,1726,,,Undetermined,,67,67,67,4.5,0,0,,,,,,,,,2023-09-25,2022-01-13,,High,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Silver Springs Dam,,,NC05201,,NC05201,Silver Springs Property Owners Association,Private,Private,0,No,,,Recreation,Recreation,North Carolina,JACKS-056,35.0858,-83.0571,North Carolina,Jackson,,,Silver Run Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,,58,58,51-100 feet,320,,1994,1990-1999,,65,65,,7.4,55,,,,,,,,,,2023-09-25,2022-03-22,,High,Poor,,Yes,2022-05-01,https://damsafety.org/north-carolina,,,No,
Holly Berry Mountain Dam,,,NC01233,,NC01233,"Holly Berry Association, Inc.",Private,Private,0,No,,,Recreation,Recreation,North Carolina,JACKS-019,35.067,-83.1203,North Carolina,Jackson,"Seneca, SC",28,UT to Green Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,19,25,25,25-50 feet,450,,1965,1960-1969,,65,65,50,2.8,504,318,,,,,,,,,2023-09-25,2021-04-14,,Significant,Fair,,Yes,2015-03-01,https://damsafety.org/north-carolina,,,No,
Mother Earth Dam Upper,,,NC01375,,NC01375,Jane Shuttleworth,Private,Private,0,No,,,Recreation,Recreation,North Carolina,TRANS-005,35.3073,-82.6447,North Carolina,Transylvania,Blantyre,1,Gash Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,30,33,33,25-50 feet,120,,,Undetermined,,23,23,18,1.5,,,,,,,,,,,2023-09-25,2018-05-01,,Significant,Fair,,No,,https://damsafety.org/north-carolina,,,No,
White Lake Dam,,,NC00730,,NC00730,Marion W Kelly,Private,Private,0,No,USDA NRCS,,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",North Carolina,RANDO-033,35.7569,-79.9332,North Carolina,Randolph,Farmer,10,Caraway Creek,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,N/A,Earth,Earth,,,,22,28,28,25-50 feet,200,,1966,1960-1969,,112,112,88,10,346,86,,,,,,,,,2023-09-25,2023-02-23,,Low,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Corbett Lake Dam #1,,,NC00914,,NC00914,Joe E Whittington,Private,Private,0,No,,,Irrigation,Irrigation;Recreation;Water Supply,North Carolina,NASH-012,35.8005,-78.2079,North Carolina,Nash,Middlesex,1,Moccasin Creek,"North Carolina, Congressional District 01",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,11,15,15,Less than 25 feet,550,,1950,1950-1959,,80,80,64,6,0,50,,,,,,,,,2023-09-25,2021-01-06,,Significant,Poor,,No,,https://damsafety.org/north-carolina,,,No,
Tar River Reservoir Dam,,,NC00913,,NC00913,City of Rocky Mount,Local Government,Local Government,0,No,,,Recreation,Recreation;Water Supply,North Carolina,NASH-011,35.899,-77.885,North Carolina,Nash,Rocky Mount,2,Tar River,"North Carolina, Congressional District 01",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth;Concrete;Gravity,,,,20,35,35,25-50 feet,500,,1971,1970-1979,,13440,13440,11200,1000,497280,66,,,,,,,,,2023-09-25,2022-05-05,,High,Satisfactory,,Yes,2004-10-11,https://damsafety.org/north-carolina,,,No,
Mitchell Lake Dam,,,NC01114,,NC01114,"Res Aster, LLC",Private,Private,0,No,,,Recreation,Recreation,North Carolina,HARNE-054,35.2417,-78.9052,North Carolina,Harnett,Linden,13,Lower Little River,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,7,15,15,Less than 25 feet,735,,1945,1940-1949,,60,60,50,15,832,20,,,,,,,,,2023-09-25,2012-07-09,,Low,Fair,,No,,https://damsafety.org/north-carolina,,,No,Coharie SDTSA
Burgess Lake Dam,,,NC01303,,NC01303,John Burgess,Private,Private,0,No,,,Recreation,Recreation,North Carolina,JACKS-025,35.4468,-83.3287,North Carolina,Jackson,Whittier,4,Cullowhee Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,,25,25,25-50 feet,255,,,Undetermined,,30,30,20,3,,,,,,,,,,,2023-09-25,2021-03-05,,Significant,Unsatisfactory,,No,,https://damsafety.org/north-carolina,,,No,
Mckinney Lake Dam,,,NC03379,,NC03379,Jeffery E McKinney,Private,Private,0,No,,,Recreation,Recreation,North Carolina,MCDOW-008,35.63222,-82.06608,North Carolina,McDowell,Providence,1,UT to Nix Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,26,29,29,25-50 feet,209,,1957,1950-1959,,18,18,14,1.5,,,,,,,,,,,2023-09-25,2013-03-07,,Significant,Satisfactory,,No,,https://damsafety.org/north-carolina,,,No,
Seven Lakes Dam #3,Big Juniper Dam,,NC01563,,NC01563,Seven Lakes Landowners Association,Private,Private,0,No,,,Recreation,Recreation,North Carolina,MOORE-113,35.2777,-79.556,North Carolina,Moore,Seven Lakes,0,Big Juniper Creek,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,40,44,44,25-50 feet,1220,,,Undetermined,,422,422,384,24,138,,,,,,,,,,2023-09-25,2022-12-13,,High,Fair,,Yes,2021-05-01,https://damsafety.org/north-carolina,,,No,
Jordan Mill Pond Dam,,,NC03011,,NC03011,Marshall Kanner,Private,Private,0,No,,,Recreation,Recreation,North Carolina,HENDE-032,35.27211,-82.43561,North Carolina,Henderson,Flat Rock,0,Mud Creek-Tr,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Masonry,Masonry,,,,18,19,19,Less than 25 feet,240,,1870,Before 1900,2004,30,30,24,3.5,1916,550,,,,,,,,,2023-09-25,2023-04-26,,High,Fair,,Yes,2018-05-01,https://damsafety.org/north-carolina,,,No,
Craven Dam,,,NC01714,,NC01714,Mrs. Naomi D. Owens,Private,Private,,No,,,Recreation,Recreation,North Carolina,GUILF-145,35.989,-79.897,North Carolina,Guilford,Randleman,7,Reddicks Creek-Tr,"North Carolina, Congressional District 06",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,15,18,18,Less than 25 feet,500,,1955,1950-1959,,65,65,31,6,372,548,,,,,,,,,2023-09-25,2015-11-18,,Low,Satisfactory,,Not Required,,https://damsafety.org/north-carolina,,,No,
Jimmie Bowes Dam #2,,,NC06983,,NC06983,Chad E Bowes,Private,Private,,No,,,Other,Other,North Carolina,PERSO-062,36.4952,-79.0095,North Carolina,Person,,,,"North Carolina, Congressional District 04",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,,,High,,,No,,https://damsafety.org/north-carolina,,,No,
Haithcock Heirs Dam,,,NC06505,,NC06505,Mary Hendricks,Private,Private,,No,,,Recreation,Recreation,North Carolina,ORANG-069,36.1197,-79.1146,North Carolina,Orange,,,,"North Carolina, Congressional District 04",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,2022-02-21,,High,Poor,,No,,https://damsafety.org/north-carolina,,,No,
